2026-04-16 21:11:28,888 REPLAY: op=8,0,0,0 executed_steps=1 task_state={} kthread_state={}
2026-04-16 21:11:29,013 REPLAY: op=8,0,0,0 executed_steps=1 task_state={} kthread_state={}
2026-04-16 21:11:29,047 REPLAY: op=8,0,0,0 executed_steps=1 task_state={} kthread_state={}
2026-04-16 21:11:29,079 REPLAY: op=8,0,0,0 executed_steps=1 task_state={} kthread_state={}
2026-04-16 21:11:29,155 REPLAY: op=0,0,0,0 executed_steps=1 task_state={0: 'sleeping'} kthread_state={}
2026-04-16 21:11:29,226 REPLAY: op=0,1,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={}
2026-04-16 21:11:29,262 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={}
2026-04-16 21:11:29,393 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={}
2026-04-16 21:11:29,431 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={}
2026-04-16 21:11:29,468 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={}
2026-04-16 21:11:29,505 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={}
2026-04-16 21:11:29,632 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={}
2026-04-16 21:11:29,668 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={}
2026-04-16 21:11:29,705 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={}
2026-04-16 21:11:29,743 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={}
2026-04-16 21:11:29,871 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={}
2026-04-16 21:11:29,908 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={}
2026-04-16 21:11:29,945 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={}
2026-04-16 21:11:29,982 REPLAY: op=8,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping'} kthread_state={}
2026-04-16 21:11:30,066 REPLAY: op=0,2,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={}
2026-04-16 21:11:30,097 REPLAY: op=10,-1,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={}
2026-04-16 21:11:30,122 REPLAY: op=13,0,2,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={}
2026-04-16 21:11:30,148 REPLAY: op=13,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'sleeping', 2: 'sleeping'} kthread_state={}
2026-04-16 21:11:30,347 REPLAY: op=6,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'sleeping', 2: 'sleeping'} kthread_state={}
2026-04-16 21:11:30,459 REPLAY: op=6,1,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'runnable', 2: 'sleeping'} kthread_state={}
2026-04-16 21:11:46,462 MUTATE-GEN: op=8,0,0,0 executed_steps=11 task_state={0: 'sleeping', 1: 'runnable', 2: 'runnable', 3: 'on_cpu'} kthread_state={}
2026-04-16 21:11:46,462 MUTATE-GEN: op=8,0,0,0 executed_steps=11 task_state={0: 'sleeping', 1: 'runnable', 2: 'runnable', 3: 'on_cpu'} kthread_state={}
2026-04-16 21:11:46,462 MUTATE-GEN: op=8,0,0,0 executed_steps=11 task_state={0: 'sleeping', 1: 'runnable', 2: 'runnable', 3: 'on_cpu'} kthread_state={}
2026-04-16 21:11:46,462 MUTATE-GEN: op=8,0,0,0 executed_steps=11 task_state={0: 'sleeping', 1: 'runnable', 2: 'runnable', 3: 'on_cpu'} kthread_state={}
2026-04-16 21:11:46,462 MUTATE-GEN: op=8,0,0,0 executed_steps=11 task_state={0: 'sleeping', 1: 'runnable', 2: 'runnable', 3: 'on_cpu'} kthread_state={}
2026-04-16 21:11:46,462 MUTATE-GEN: op=8,0,0,0 executed_steps=11 task_state={0: 'sleeping', 1: 'runnable', 2: 'runnable', 3: 'on_cpu'} kthread_state={}
2026-04-16 21:11:46,602 MUTATE-GEN: op=6,0,0,0 executed_steps=1 task_state={0: 'runnable', 1: 'runnable', 2: 'runnable', 3: 'on_cpu'} kthread_state={}
2026-04-16 21:11:46,636 MUTATE-GEN: op=13,0,2,0 executed_steps=1 task_state={0: 'runnable', 1: 'runnable', 2: 'runnable', 3: 'on_cpu'} kthread_state={}
2026-04-16 21:11:48,084 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:48,084 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:48,084 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:48,084 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:48,084 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:48,084 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:48,085 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:48,085 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:48,085 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,528 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,528 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,528 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,528 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,528 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,529 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,529 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,529 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,529 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,529 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,529 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,529 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,529 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,529 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,530 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,530 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,530 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,530 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,530 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,530 MUTATE-GEN: op=8,0,0,0 executed_steps=20 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,680 MUTATE-GEN: op=5,1,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'sleeping', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,803 MUTATE-GEN: op=6,1,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,841 MUTATE-GEN: op=12,0,1111,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:51,995 MUTATE-GEN: op=5,0,0,0 executed_steps=1 task_state={0: 'sleeping', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:52,031 MUTATE-GEN: op=12,1,2986,0 executed_steps=1 task_state={0: 'sleeping', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:53,257 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:53,258 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:53,258 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:53,258 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:53,258 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:53,258 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:53,258 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:53,258 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:53,258 MUTATE-GEN: op=8,0,0,0 executed_steps=9 task_state={0: 'sleeping', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:53,386 MUTATE-GEN: op=6,0,0,0 executed_steps=1 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:53,538 MUTATE-GEN: op=5,1,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'sleeping', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:53,574 MUTATE-GEN: op=12,0,2765,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'sleeping', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:54,689 MUTATE-GEN: op=8,0,0,0 executed_steps=7 task_state={0: 'on_cpu', 1: 'sleeping', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:54,689 MUTATE-GEN: op=8,0,0,0 executed_steps=7 task_state={0: 'on_cpu', 1: 'sleeping', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:54,690 MUTATE-GEN: op=8,0,0,0 executed_steps=7 task_state={0: 'on_cpu', 1: 'sleeping', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:54,690 MUTATE-GEN: op=8,0,0,0 executed_steps=7 task_state={0: 'on_cpu', 1: 'sleeping', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:54,690 MUTATE-GEN: op=8,0,0,0 executed_steps=7 task_state={0: 'on_cpu', 1: 'sleeping', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:54,690 MUTATE-GEN: op=8,0,0,0 executed_steps=7 task_state={0: 'on_cpu', 1: 'sleeping', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:54,690 MUTATE-GEN: op=8,0,0,0 executed_steps=7 task_state={0: 'on_cpu', 1: 'sleeping', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:54,820 MUTATE-GEN: op=6,1,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:55,081 MUTATE-GEN: op=7,0,16,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:55,116 MUTATE-GEN: op=12,0,538,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:55,232 MUTATE-GEN: op=8,0,0,0 executed_steps=1 task_state={0: 'on_cpu', 1: 'runnable', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:56,121 MUTATE-GEN: op=8,0,0,0 executed_steps=6 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:56,122 MUTATE-GEN: op=8,0,0,0 executed_steps=6 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:56,122 MUTATE-GEN: op=8,0,0,0 executed_steps=6 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:56,122 MUTATE-GEN: op=8,0,0,0 executed_steps=6 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:56,122 MUTATE-GEN: op=8,0,0,0 executed_steps=6 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:56,122 MUTATE-GEN: op=8,0,0,0 executed_steps=6 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:56,277 MUTATE-GEN: op=5,1,0,0 executed_steps=1 task_state={0: 'runnable', 1: 'sleeping', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:56,521 MUTATE-GEN: op=6,1,0,0 executed_steps=1 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:56,670 MUTATE-GEN: op=5,1,0,0 executed_steps=1 task_state={0: 'runnable', 1: 'sleeping', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:56,889 MUTATE-GEN: op=6,1,0,0 executed_steps=1 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:56,960 MUTATE-GEN: op=17,0,2,0 executed_steps=1 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:56,995 MUTATE-GEN: op=13,1,2,0 executed_steps=1 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:57,258 MUTATE-GEN: op=7,1,18,0 executed_steps=1 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:11:57,471 MUTATE-GEN: op=7,1,6,0 executed_steps=1 task_state={0: 'runnable', 1: 'on_cpu', 2: 'runnable', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,076 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,077 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,077 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,077 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,077 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,077 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,077 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,077 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,077 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,077 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,078 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,078 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,078 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,078 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,078 MUTATE-GEN: op=8,0,0,0 executed_steps=15 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,120 MUTATE-GEN: op=12,1,8161,0 executed_steps=1 task_state={0: 'runnable', 1: 'runnable', 2: 'on_cpu', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:00,316 MUTATE-GEN: op=5,2,0,0 executed_steps=1 task_state={0: 'runnable', 1: 'on_cpu', 2: 'sleeping', 3: 'runnable'} kthread_state={}
2026-04-16 21:12:01,782 EXIT status: work_conserving_broken=False cfs_util_decay_broken=False rt_util_decay_broken=False
